BR,BN,BB,BQ,BK,BB,__,BR
BP,BP,BP,BP,BP,BP,BP,BP
__,__,__,__,__,__,__,__
__,__,__,__,__,__,__,__
__,__,__,__,BN,__,WP,__
__,__,__,__,__,__,__,__
WP,WP,WP,WP,__,WP,__,WP
WR,WN,WB,WQ,WK,WB,WN,WR,W,0,0,0,0,0,0
